DZCode,DZName,TotPop2022,area_hectares,area_km2
S01019529,Bishopton - 01,911,31.8,0.318059
S01019530,Bishopton - 02,682,13.5,0.135033
S01019531,Bishopton - 03,722,18.68,0.186881
S01019532,Bishopton - 04,712,21.64,0.2165
S01019533,Bishopton - 05,750,13.25,0.132486
S01019534,Bishopton - 06,714,34.32,0.343247
S01019535,Linwood South - 01,770,13.92,0.13926
S01019536,Linwood South - 02,519,7.27,0.072665
S01019537,Linwood South - 03,836,18.58,0.185771
S01019538,Linwood South - 04,586,24.93,0.249282
S01019539,Linwood South - 05,608,9.75,0.097485
S01019540,Linwood South - 06,862,43.25,0.43269
S01019541,Linwood North - 01,660,9.73,0.097272
S01019542,Linwood North - 02,865,36.7,0.367115
S01019543,Linwood North - 03,960,53.77,0.537619
S01019544,Linwood North - 04,676,8.22,0.082244
S01019545,Linwood North - 05,624,23.41,0.234089
S01019546,Linwood North - 06,658,10.26,0.102672
S01019547,Houston South - 01,637,15.63,0.156266
S01019548,Houston South - 02,900,21.14,0.21144
S01019549,Houston South - 03,732,27.39,0.273891
S01019550,Houston South - 04,777,30.95,0.309614
S01019551,Houston North - 01,848,32.39,0.323915
S01019552,Houston North - 02,995,37.07,0.370692
S01019553,Houston North - 03,519,61.75,0.617561
S01019554,Houston North - 04,812,33.08,0.330848
S01019555,Bridge of Weir - 01,780,46.16,0.461661
S01019556,Bridge of Weir - 02,718,21.31,0.213111
S01019557,Bridge of Weir - 03,513,13.05,0.130448
S01019558,Bridge of Weir - 04,825,33.06,0.330653
S01019559,Bridge of Weir - 05,527,31.96,0.31957
S01019560,Bridge of Weir - 06,878,31.16,0.311572
S01019561,Bridge of Weir - 07,680,32.39,0.323963
S01019562,Carlops to Romannobridge,869,9259.22,92.592156
S01019563,West Linton - South,857,57.99,0.579838
S01019564,West Linton - North,902,51.13,0.511233
S01019565,Eddleston to Lamancha,775,8395.18,83.951646
S01019566,Blyth Bridge Kirkurd and Skirling,819,10642.06,106.420724
S01019567,Broughton to Tweedsmuir,858,27662.69,276.626943
S01019568,Eshiels Gentress and  Manor Valley,767,14385.64,143.856406
S01019569,Peebles - N - Elliots Park and Connor Street,544,13.6,0.136028
S01019570,Peebles - N - Kingsland Square and George Street,846,22.48,0.2248
S01019571,Peebles - N - Edinburgh Road North Area,512,20.72,0.207212
S01019572,Peebles - N - Old Town,869,20.63,0.20632
S01019573,Peebles - N - March Street Area,847,14.26,0.142613
S01019574,Peebles - N - Eastgate and Innerleithen Road,941,86.73,0.867283
S01019575,Peebles - S - Kingsmeadows and Cavalry Park,546,34.34,0.343356
S01019576,Peebles - S - Marmion Road to Glen Crescent,920,25.22,0.252122
S01019577,Peebles - S - Edderston Road Area,871,30.94,0.309346
S01019578,Peebles - S - Springhill and Southpark,678,75.76,0.757607
S01019579,Peebles - S - Victoria Park and Bonnington Road Area,947,41.2,0.41197
S01019580,Peebles - S - Kittlegairy and Whitehaugh,584,10.47,0.104699
S01019581,Innerleithen - N - Leithen Road,513,24.58,0.245876
S01019582,Innerleithen - SE - Ballantyne Street Area,653,21.36,0.213525
S01019583,Innerleithen - S - Traquair Road Area,617,15.7,0.156944
S01019584,Innerleithen - S - Princes Street Area,621,25.19,0.251902
S01019585,Innerleithen - N - St Ronans Area,748,36.98,0.369704
S01019586,Cardrona,867,27.47,0.274669
S01019587,Innerleithen and Walkerburn Landward,916,26052.55,260.525381
S01019588,Walkerburn,709,69.24,0.692258
S01019589,Clovenfords Caddonfoot and Boleside,857,1946.44,19.464387
S01019590,Craigsford to Mellerstain,520,6126.94,61.269382
S01019591,Earlston - West,978,46.81,0.468122
S01019592,Earlston - East,787,39.61,0.396033
S01019593,Heriot and Fountainhall,524,15018.35,150.183516
S01019594,Galawater Valley,503,7479.35,74.793561
S01019595,Stow,705,75.33,0.753262
S01019596,Galashiels - N - Halliburton and Ladhope,912,28.39,0.283955
S01019597,Galashiels - N - Low Buckholmside Gala Park and High Street,789,23.9,0.239032
S01019598,Galashiels - N - Windyknowe to Kilnknowe Place,888,28.37,0.283786
S01019599,Galashiels - N - Woodlea to Magdala Terrace,616,43.59,0.435943
S01019600,Galashiels - N - Wood Street,613,21.39,0.21398
S01019601,Galashiels - W - Overhaugh Street to Scott Crescent,738,26.02,0.260222
S01019602,Galashiels - W - Victoria Street to Mossilee Road,739,10.85,0.108625
S01019603,Galashiels - W - Balmoral,928,15.7,0.157037
S01019604,Galashiels - W - Balmoral Avenue to Livingstone Place,659,11.25,0.112425
S01019605,Galashiels - S - Netherdale and Kingsknowe,942,88.83,0.888304
S01019606,Galashiels - S - Abbotsford Road to Barr Road,900,31.59,0.315857
S01019607,Galashiels - S - Huddersfield Street to Tweed Road,772,31.23,0.312265
S01019608,Galashiels - S - Melrose Road and Glenfield,582,35.94,0.35927
S01019609,Galashiels - Langlee - Hawthorn Road Area,766,15.43,0.154184
S01019610,Galashiels - Langlee - Kenilworth Avenue Area,799,40.52,0.405117
S01019611,Galashiels - Langlee - Beech Avenue and Langlee Drive,741,23.71,0.23713
S01019612,Galashiels - E - Melrose Gait East,594,14.2,0.142016
S01019613,Galashiels - E - Coopersknowe and Melrose Gait West,632,32.45,0.32452
S01019614,Tweedbank - Honeylees Drive to Abbotsferry Road,615,33.78,0.337808
S01019615,Tweedbank - Essenside Drive to Jura Drive,692,15.71,0.156998
S01019616,Tweedbank - East and Craw Wood,741,98.16,0.981575
S01019617,Darnick and Gattonside,904,315.83,3.158319
S01019618,Melrose - Priorswalk and Newstead,562,30.86,0.308618
S01019619,Melrose - Dingleton Apartments and Around,669,23.78,0.237838
S01019620,Melrose - Dingleton Road to Eildon View,486,22.16,0.221527
S01019621,Melrose - High Street to Highcross,758,82.62,0.826186
S01019622,Lauder - South,988,31.51,0.315164
S01019623,Blainslie and Legerwood,713,9539.07,95.390665
S01019624,Lauder - North,890,55.16,0.551673
S01019625,Oxton and Channelkirk Area,660,15173.12,151.731259
S01019626,Greenlaw,605,45.07,0.450837
S01019627,Swinton Leitholm and Fogo,887,6983.18,69.831822
S01019628,Longformacus to Abbey St Bathans,612,20715.13,207.151254
S01019629,Westruther Gavinton and Polwarth,893,12834.82,128.348088
S01019630,East Gordon Hume and Eccles,530,3978.66,39.786634
S01019631,Gordon and Huntlywood,525,1445.05,14.450435
S01019632,Duns - South,930,68.21,0.682175
S01019633,Duns - West,699,88.62,0.88622
S01019634,Duns - North,590,22.23,0.222391
S01019635,Duns - East,905,24.16,0.241444
S01019636,Ayton,650,44.59,0.445921
S01019637,Burnmouth and Area,503,1969.41,19.694133
S01019638,St Abbs to Eye Water,545,3691.35,36.91355
S01019639,Coldingham,514,31,0.309909
S01019640,Reston and Auchencrow,520,1452.69,14.526887
S01019641,Grantshouse and Houndwood Area,523,6810.92,68.109183
S01019642,Cockburnspath and Area,721,6048.78,60.487793
S01019643,Eyemouth - Gunsgreen,871,49.94,0.499416
S01019644,Eyemouth - Town Centre and Harbour,705,41.16,0.411571
S01019645,Eyemouth - Central,600,12.55,0.125458
S01019646,Eyemouth - South,732,41.99,0.419931
S01019647,Eyemouth - Hinkar Way Area,796,13.59,0.135899
S01019648,Preston Edrom and Sinclairshill,711,6804.51,68.04516
S01019649,Chirnside - North,621,14.58,0.145738
S01019650,Chirnside - South and East,963,49.39,0.493878
S01019651,Whitsome and Allanton,532,3506.63,35.066342
S01019652,Hutton Paxton and Fishwick,551,2286.37,22.863817
S01019653,Chirnsidebridge Foulden and Lamberton,868,4997.54,49.975335
S01019654,Birgham Ladykirk and Lennel,838,6933.16,69.33175
S01019655,Coldstream - West,755,196.44,1.96436
S01019656,Coldstream - Town Centre,552,12.44,0.124335
S01019657,Coldstream - East,776,39.03,0.390202
S01019658,Yetholm,584,63.22,0.632161
S01019659,Morebattle and Hownam,829,19448.88,194.488882
S01019660,Stichill Smailholm and Makerstoun,655,5392.58,53.925739
S01019661,Ednam Floors and Area,559,2534.12,25.341216
S01019662,Sprouston Lempitlaw and Springwood Park,817,6611.35,66.113396
S01019663,Kelso - N - Orchard Park and Angraflat,921,43.03,0.430316
S01019664,Kelso - N - Hendersyde and Oakfield,893,17.76,0.177568
S01019665,Kelso - N - Masons Court to Haliden Road,603,12.88,0.128627
S01019666,Kelso - N - Inchmead,722,23.81,0.238012
S01019667,Kelso - N - Broomlands and Riverside Drive,592,34.98,0.349731
S01019668,Kelso - N - Broomlea and Woodside,559,33.39,0.333875
S01019669,Kelso - S - Pinnaclehill,568,69.16,0.691597
S01019670,Kelso - S - Spylaw Park Area,656,23.15,0.231522
S01019671,Kelso - S - Bowmont Street to Edenside Road,748,20.26,0.202684
S01019672,Kelso - S - Town Centre,626,39.09,0.39101
S01019673,Oxnam and Jed Valley,831,20789.24,207.892463
S01019674,Ancrum and Lanton Area,925,4758.55,47.585327
S01019675,Heiton Crailing and Nisbet Area,954,7352.62,73.526188
S01019676,Newton St Boswells - East and Eildon,692,125.14,1.251444
S01019677,Newton St Boswells - West,970,20.49,0.204977
S01019678,Bemerside Maxton and Charlesfield Area,832,6824.03,68.240283
S01019679,St Boswells - East,729,30.99,0.309905
S01019680,St Boswells - West,631,38.92,0.3892
S01019681,Jedburgh - Howden and Summervale,941,17.67,0.176673
S01019682,Jedburgh - Blair Avenue to Wildcatgate,877,94,0.940099
S01019683,Jedburgh - Forthill and Hartrigge,935,28.22,0.282313
S01019684,Jedburgh - Friarsgate to Bongate,715,47.84,0.478292
S01019685,Jedburgh - Town Centre,665,44.4,0.44399
S01019686,Newcastleton,778,49.34,0.493433
S01019687,Teviothead Roberton and Liddesdale,983,61127.94,611.279418
S01019688,Denholm,685,37.36,0.373426
S01019689,Minto Hassendean Appletreehall and Area,931,7084.16,70.841627
S01019690,Bedrule Chesters and Bonchester Bridge,813,17530.64,175.306409
S01019691,Hawick - Burnfoot - East,695,61.85,0.618462
S01019692,Hawick - Burnfoot - Central,719,19.75,0.197515
S01019693,Hawick - Burnfoot - West,571,18.75,0.187474
S01019694,Hawick - Burnfoot - North,739,15.81,0.15815
S01019695,Hawick - SE - Stonefield and Wellogate,587,26.77,0.267671
S01019696,Hawick - SE - Town Centre,569,14.08,0.140879
S01019697,Hawick - SE - Weensland Road West,746,33.29,0.332823
S01019698,Hawick - SE - Orchard and Twirlees,781,30.67,0.306602
S01019699,Hawick - SE - North Bridge Street Area,655,11.47,0.114814
S01019700,Hawick - SE - Weensland Road East,812,33.6,0.33586
S01019701,Hawick - S - Wilton Dean and Parkdaill,657,93.94,0.939325
S01019702,Hawick - S - West End West,809,40.74,0.407301
S01019703,Hawick - S - Lynnwood and Liddesdale Road Area,869,36.92,0.369122
S01019704,Hawick - S - West End East,963,19.06,0.190516
S01019705,Hawick - N - Commercial Road and Mansfield,708,36.1,0.361094
S01019706,Hawick - N - Wilton Hill Area,919,39.25,0.392577
S01019707,Hawick - N - Stirches,870,23.23,0.232216
S01019708,Hawick - N - Silverbuthall Road,854,27.09,0.270905
S01019709,Ashkirk Lilliesleaf and Midlem,955,9492.87,94.928816
S01019710,Bowden and Cauldshiels Hill Area,690,5885.34,58.853525
S01019711,Ettrick Valley,580,26345.51,263.455012
S01019712,Yarrow Valley and Lindean,558,25124.36,251.24367
S01019713,Selkirk - Bleachfield Road Area,860,31.41,0.314075
S01019714,Selkirk - Town Centre,807,21.43,0.214376
S01019715,Selkirk - Hillside Terrace Area,926,41.59,0.415793
S01019716,Selkirk - Shawpark and Thornfield Area,789,22.33,0.223418
S01019717,Selkirk - Dunsdale Road Area,609,113.44,1.134565
S01019718,Selkirk - Heatherlie and Philiphaugh,668,77.74,0.777387
S01019719,Selkirk - Bannerfield,858,13.84,0.138385
S01019720,Shetland South - 01,863,4026.09,40.261007
S01019721,Shetland South - 02,778,5879.75,58.797577
S01019722,Shetland South - 03,960,836.64,8.366389
S01019723,Shetland South - 04,726,947.13,9.471372
S01019724,Shetland South - 05,658,3680.28,36.802788
S01019725,Lerwick South - 01,805,40.61,0.406086
S01019726,Lerwick South - 02,739,37.96,0.379556
S01019727,Lerwick South - 03,690,101.32,1.0133
S01019728,Lerwick North - 01,470,18.48,0.184813
S01019729,Lerwick North - 02,888,43.25,0.432718
S01019730,Lerwick North - 03,466,3091.57,30.915788
S01019731,Lerwick North - 04,738,28.23,0.282378
S01019732,Lerwick North - 05,725,43.38,0.43386
S01019733,Lerwick North - 06,562,25.09,0.250879
S01019734,Lerwick North - 07,888,181,1.809988
S01019735,Central Shetland - 05,629,2323.86,23.238541
S01019736,Central Shetland - 01,672,2028.03,20.280251
S01019737,Central Shetland - 02,1024,1633.2,16.332103
S01019738,Central Shetland - 03,785,63.6,0.635952
S01019739,Central Shetland - 04,1037,4901.96,49.019431
S01019740,East and West Mainland - 01,682,10496.98,104.969763
S01019741,East and West Mainland - 02,635,6842.98,68.429786
S01019742,East and West Mainland - 03,599,10585.61,105.856114
S01019743,East and West Mainland - 04,656,12604.18,126.041792
S01019744,North Mainland - 01,1011,5719.38,57.193934
S01019745,North Mainland - 02,974,13042.69,130.427131
S01019746,North Mainland - 03,655,17124.96,171.249585
S01019747,North and East Isles - 01,911,21690.19,216.901949
S01019748,North and East Isles - 02,708,16329.02,163.290124
S01019749,North and East Isles - 03,566,386.03,3.860273
S01019750,North and East Isles - 04,473,1994.25,19.942469
S01019751,Carrick South - 01,575,8290.25,82.902636
S01019752,Carrick South - 02,802,25077.69,250.776925
S01019753,Carrick South - 03,776,27257.64,272.576391
S01019754,Carrick South - 04,932,2008.78,20.087822
S01019755,Carrick South - 05,549,3043.25,30.432571
S01019756,Carrick South - 06,867,5260,52.600018
S01019757,Carrick South - 07,757,4588.35,45.883488
S01019758,Girvan Glendoune - 01,1005,32.09,0.320966
S01019759,Girvan Glendoune - 02,941,19.49,0.194994
S01019760,Girvan Glendoune - 03,644,14.42,0.144145
S01019761,Girvan Glendoune - 04,572,7.52,0.07525
S01019762,Girvan Glendoune - 05,512,8.02,0.080331
S01019763,Girvan Ailsa - 01,545,21.53,0.215431
S01019764,Girvan Ailsa - 02,925,59.5,0.594958
S01019765,Girvan Ailsa - 03,680,31.12,0.311193
S01019766,Girvan Ailsa - 04,488,18.24,0.182395
S01019767,Maybole - 01,550,23.88,0.238922
S01019768,Maybole - 02,642,14.74,0.147348
S01019769,Maybole - 03,621,22.48,0.22479
S01019770,Maybole - 04,581,21.94,0.21937
S01019771,Maybole - 05,823,825.28,8.252821
S01019772,Maybole - 06,714,23.62,0.236248
S01019773,Maybole - 07,499,26.13,0.26131
S01019774,Carrick North - 01,822,14711.44,147.114344
S01019775,Carrick North - 02,601,3064.26,30.642582
S01019776,Carrick North - 03,934,5346.08,53.460734
S01019777,Coylton - 01,668,15.19,0.151955
S01019778,Coylton - 02,925,23.59,0.235914
S01019779,Coylton - 03,814,2095.68,20.956749
S01019780,Coylton - 04,567,23.6,0.235981
S01019781,Coylton - 05,681,2654.52,26.545174
S01019782,Doonfoot and Seafield - 01,593,25.45,0.254525
S01019783,Doonfoot and Seafield - 02,549,14.36,0.143561
S01019784,Doonfoot and Seafield - 03,1153,191.28,1.912868
S01019785,Doonfoot and Seafield - 04,615,32.12,0.321085
S01019786,Doonfoot and Seafield - 05,741,52.92,0.529142
S01019787,Doonfoot and Seafield - 06,798,53.25,0.532495
S01019788,Alloway - 01,460,18.17,0.181713
S01019789,Alloway - 02,840,27.33,0.273274
S01019790,Alloway - 03,926,31.03,0.310244
S01019791,Alloway - 04,626,214.51,2.144957
S01019792,Alloway - 05,791,28.59,0.285949
S01019793,Alloway - 06,1117,120.26,1.20248
S01019794,Alloway - 07,733,39.69,0.396843
S01019795,Castlehill and Kincaidston - 01,703,24.08,0.240751
S01019796,Castlehill and Kincaidston - 02,538,17.81,0.178183
S01019797,Castlehill and Kincaidston - 03,569,22.98,0.229835
S01019798,Castlehill and Kincaidston - 04,561,15.93,0.159209
S01019799,Castlehill and Kincaidston - 05,684,13.37,0.133631
S01019800,Belmont - 01,644,12.69,0.126845
S01019801,Belmont - 02,723,13.47,0.134538
S01019802,Belmont - 03,536,14.55,0.145508
S01019803,Belmont - 04,846,17.11,0.171065
S01019804,Belmont - 05,958,28.49,0.284714
S01019805,Holmston and Forehill - 01,513,9.06,0.090536
S01019806,Holmston and Forehill - 02,511,35.84,0.358462
S01019807,Holmston and Forehill - 03,874,22.63,0.226351
S01019808,Holmston and Forehill - 04,606,38.64,0.386439
S01019809,Holmston and Forehill - 05,964,17.87,0.17861
S01019810,Holmston and Forehill - 06,623,17.94,0.179386
S01019811,Holmston and Forehill - 07,943,18.47,0.184649
S01019812,Holmston and Forehill - 08,637,12.67,0.12668
S01019813,Ayr South Harbour and Town Centre - 01,689,24.46,0.244687
S01019814,Ayr South Harbour and Town Centre - 02,439,8.43,0.084218
S01019815,Ayr South Harbour and Town Centre - 03,1086,36.3,0.363067
S01019816,Ayr South Harbour and Town Centre - 04,400,37.14,0.371397
S01019817,Ayr South Harbour and Town Centre - 05,1024,35.64,0.356416
S01019818,Ayr South Harbour and Town Centre - 06,700,23.04,0.230274
S01019819,Ayr South Harbour and Town Centre - 07,897,30.28,0.302809
S01019820,Ayr South Harbour and Town Centre - 08,552,24.07,0.240692
S01019821,"Ayr North Harbour, Wallacetown and Newton South - 01",479,41.72,0.41719
S01019822,"Ayr North Harbour, Wallacetown and Newton South - 02",721,16.06,0.160656
S01019823,"Ayr North Harbour, Wallacetown and Newton South - 03",1008,16.86,0.16863
S01019824,"Ayr North Harbour, Wallacetown and Newton South - 04",1074,45.03,0.45039
S01019825,"Ayr North Harbour, Wallacetown and Newton South - 05",913,19.61,0.196105
S01019826,Craigie - 01,736,90.15,0.901655
S01019827,Craigie - 02,601,10.03,0.10023
S01019828,Craigie - 03,1059,88.43,0.884495
S01019829,Dalmilling - 01,926,53.52,0.535229
S01019830,Dalmilling - 02,461,15.65,0.156435
S01019831,Dalmilling - 03,864,13.06,0.130616
S01019832,Dalmilling - 04,707,17.39,0.17397
S01019833,"Lochside, Braehead and Whitletts - 01",567,10.86,0.108582
S01019834,"Lochside, Braehead and Whitletts - 02",689,14.56,0.145593
S01019835,"Lochside, Braehead and Whitletts - 03",652,13.08,0.130822
S01019836,"Lochside, Braehead and Whitletts - 04",536,10.95,0.109558
S01019837,"Lochside, Braehead and Whitletts - 05",705,13.68,0.136782
S01019838,"Lochside, Braehead and Whitletts - 06",973,32.37,0.32378
S01019839,Newton North - 01,821,32.59,0.325983
S01019840,Newton North - 02,825,14.74,0.147361
S01019841,Newton North - 03,522,11.19,0.111779
S01019842,Newton North - 04,967,16.17,0.161769
S01019843,Newton North - 05,663,27.29,0.273013
S01019844,Heathfield - 01,670,15.37,0.153658
S01019845,Heathfield - 02,786,12.73,0.12724
S01019846,Heathfield - 03,636,14.51,0.145163
S01019847,Heathfield - 04,675,17.22,0.172233
S01019848,Heathfield - 05,945,114.8,1.148085
S01019849,Prestwick West - 01,421,11.05,0.1106
S01019850,Prestwick West - 02,606,17.87,0.178795
S01019851,Prestwick West - 03,479,19.58,0.195697
S01019852,Prestwick West - 04,493,12.79,0.127897
S01019853,Prestwick West - 05,722,24.35,0.243493
S01019854,Prestwick West - 06,466,12.88,0.128736
S01019855,Prestwick West - 07,750,53.59,0.535849
S01019856,Prestwick West - 08,908,30.97,0.309566
